bond_dim_1,bond_dim_2,bond_dim_3,bond_dim_4,bond_dim_5,bond_dim_6,bond_dim_7,bond_dim_8,bond_dim_9,bond_dim_10,bond_dim_11,bond_dim_12,bond_dim_13,bond_dim_14,bond_dim_15,bond_dim_16,bond_dim_17,bond_dim_18,bond_dim_19
2,4,8,16,32,64,128,125,89,58,40,28,20,14,12,10,6,4,2
2,4,8,16,32,64,128,127,90,58,40,28,21,15,12,10,6,4,2
2,4,8,16,32,64,128,128,91,59,41,28,21,15,12,10,6,4,2
2,4,8,16,32,64,128,127,92,60,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,127,92,59,41,28,20,14,12,10,6,4,2
2,4,8,16,32,64,128,128,93,60,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,128,93,59,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,128,93,60,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,128,93,59,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,129,93,60,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,129,94,60,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,131,93,59,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,128,93,59,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,129,93,59,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,131,95,60,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,129,94,59,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,128,93,59,42,29,21,15,12,9,5,4,2
2,4,8,16,32,64,128,128,92,59,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,128,128,92,58,41,28,20,14,12,9,5,4,2
2,4,8,16,32,64,128,127,91,57,40,27,20,14,12,9,5,4,2
2,4,8,16,32,64,128,125,89,56,39,27,20,14,11,9,5,4,2
2,4,8,16,32,64,128,125,90,57,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,128,126,89,56,39,27,20,14,11,9,5,4,2
2,4,8,16,32,64,128,125,90,57,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,128,124,90,57,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,128,125,90,57,40,27,20,14,12,9,5,4,2
2,4,8,16,32,64,128,125,89,56,39,26,20,14,12,9,5,4,2
2,4,8,16,32,64,128,125,89,56,39,27,20,14,12,10,6,4,2
2,4,8,16,32,64,128,125,88,57,40,27,20,14,12,10,6,4,2
2,4,8,16,32,64,128,125,89,57,40,27,20,14,12,9,5,4,2
2,4,8,16,32,64,128,126,89,57,40,27,20,14,12,10,6,4,2
2,4,8,16,32,64,128,123,88,57,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,128,122,87,55,39,27,20,14,11,9,5,4,2
